marque,modele,annee,sous_modele,version,prix,consommation,moteur,puissance,transmission,carrosserie,portes,places,url
Lexus,IS,2007,Base,250 AWD,42150,N/O,V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2007/base/250-awd/
Lexus,IS,2007,Base,350,49150,10.8 (Automatique ville) / 7.7 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2007/base/350/
Lexus,IS,2008,Base,250,31900,9.8 (Automatique ville) / 6.7 (Automatique autoroute) / 11.6 (Manuelle ville) / 7.6 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2008/base/250/
Lexus,IS,2008,Base,250 AWD,37600,10.5 (Automatique ville) / 7.6 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2008/base/250-awd/
Lexus,IS,2008,Base,350,43350,10.9 (Automatique ville) / 7.8 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2008/base/350/
Lexus,IS,2008,F,Base,64400,14.7 (Automatique ville) / 10.2 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2008/f/base/
Lexus,IS,2009,Base,250,33050,9.8 (Automatique ville) / 6.8 (Automatique autoroute) / 11.4 (Manuelle ville) / 7.5 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2009/base/250/
Lexus,IS,2009,Base,250 AWD,39200,10.5 (Automatique ville) / 7.6 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2009/base/250-awd/
Lexus,IS,2009,Base,350,44550,10.9 (Automatique ville) / 7.8 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2009/base/350/
Lexus,IS,2009,F,Base,66450,13.0 (Automatique ville) / 8.5 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2009/f/base/
Lexus,IS,2010,Base,250,34400,9.8 (Automatique ville) / 6.7 (Automatique autoroute) / 11.6 (Manuelle ville) / 7.6 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2010/base/250/
Lexus,IS,2010,Base,250 AWD,40550,N/O,V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2010/base/250-awd/
Lexus,IS,2010,Base,350,45900,11.5 (Automatique ville) / 7.9 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2010/base/350/
Lexus,IS,2010,C,250,52100,9.8 (Automatique ville) / 6.7 (Automatique autoroute) / 11.6 (Manuelle ville) / 7.6 (Manuelle autoroute),V6 2.5L  DACT 24 soupapes,204 cv @                                                     6400 rpm,Manuelle,Convertible,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2010/c/250/
Lexus,IS,2010,C,350,60400,11.5 (Automatique ville) / 7.9 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Convertible,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2010/c/350/
Lexus,IS,2010,F,Base,68000,13.0 (Automatique ville) / 8.5 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2010/f/base/
Lexus,IS,2011,Base,250,32900,9.5 (Automatique ville) / 6.4 (Automatique autoroute) / 11.2 (Manuelle ville) / 7.2 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/base/250/
Lexus,IS,2011,Base,250 AWD,38000,10.5 (Automatique ville) / 7.4 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/base/250-awd/
Lexus,IS,2011,Base,350 AWD,44950,11.4 (Automatique ville) / 7.8 (Automatique autoroute),V6 3.5L DACT 24 soupapes,303 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/base/350-awd/
Lexus,IS,2011,Base,350 RWD,51250,10.5 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,303 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/base/350-rwd/
Lexus,IS,2011,C,250,49100,9.5 (Automatique ville) / 6.4 (Automatique autoroute) / 11.2 (Manuelle ville) / 7.2 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Manuelle,Convertible,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/c/250/
Lexus,IS,2011,C,350,57000,10.5 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Convertible,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/c/350/
Lexus,IS,2011,F,Base,69850,13.0 (Automatique ville) / 8.5 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2011/f/base/
Lexus,IS,2012,Base,250,32900,9.5 (Automatique ville) / 6.4 (Automatique autoroute) / 11.2 (Manuelle ville) / 7.2 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/base/250/
Lexus,IS,2012,Base,250 TI,38000,10.5 (Automatique ville) / 7.4 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/base/250-ti/
Lexus,IS,2012,Base,350,51250,10.7 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/base/350/
Lexus,IS,2012,Base,350 TI,44950,11.3 (Automatique ville) / 7.7 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/base/350-ti/
Lexus,IS,2012,C,250,49100,9.5 (Automatique ville) / 6.4 (Automatique autoroute) / 11.2 (Manuelle ville) / 7.2 (Manuelle autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/c/250/
Lexus,IS,2012,C,350,57000,10.7 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/c/350/
Lexus,IS,2012,F,Base,69950,13.0 (Automatique ville) / 8.5 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2012/f/base/
Lexus,IS,2013,Base,250,34250,9.6 (Automatique ville) / 6.5 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/base/250/
Lexus,IS,2013,Base,250 TI,38050,10.1 (Automatique ville) / 7.3 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/base/250-ti/
Lexus,IS,2013,Base,350,51400,10.7 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/base/350/
Lexus,IS,2013,Base,350 TI,45050,10.9 (Automatique ville) / 7.7 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/base/350-ti/
Lexus,IS,2013,C,250,51105,9.6 (Automatique ville) / 6.5 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/c/250/
Lexus,IS,2013,C,350,57425,10.7 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/c/350/
Lexus,IS,2013,F,Base,70650,13.0 (Automatique ville) / 8.5 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2013/f/base/
Lexus,IS,2014,Base,250,37300,9.8 (Automatique ville) / 6.5 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/base/250/
Lexus,IS,2014,Base,250 TI,39900,10.4 (Automatique ville) / 7.3 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/base/250-ti/
Lexus,IS,2014,Base,350,44500,10.8 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/base/350/
Lexus,IS,2014,Base,350 TI,44000,11.0 (Automatique ville) / 7.7 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/base/350-ti/
Lexus,IS,2014,C,250,53800,9.5 (Automatique ville) / 6.4 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/c/250/
Lexus,IS,2014,C,350,61250,10.7 (Automatique ville) / 7.3 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/c/350/
Lexus,IS,2014,F,Base,73900,13.0 (Automatique ville) / 8.5 (Automatique autoroute),V8 5.0L DACT 32 soupapes,416 cv @                                                     6600 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2014/f/base/
Lexus,IS,2015,Base,250,37500,11.1 (Automatique ville) / 7.8 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2015/base/250/
Lexus,IS,2015,Base,250 AWD,40100,11.8 (Automatique ville) / 8.7 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2015/base/250-awd/
Lexus,IS,2015,Base,350,49950,12.3 (Automatique ville) / 8.5 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2015/base/350/
Lexus,IS,2015,Base,350 AWD,47000,12.6 (Automatique ville) / 9.1 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2015/base/350-awd/
Lexus,IS,2015,C,250,54850,11.2 (Automatique ville) / 7.8 (Automatique autoroute),V6 2.5L DACT 24 soupapes,204 cv @                                                     6400 rpm,Automatique,Convertible,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2015/c/250/
Lexus,IS,2015,C,350,62300,12.2 (Automatique ville) / 8.7 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Convertible,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2015/c/350/
Lexus,IS,2016,Base,200t,39450,10.6 (Automatique ville) / 7.2 (Automatique autoroute),L4 2.0L DACT 24 soupapes turbocompressé,241 cv @                                                     4800 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2016/base/200t/
Lexus,IS,2016,Base,300 TI,41900,12.6 (Automatique ville) / 9.2 (Automatique autoroute),V6 3.5L DACT 24 soupapes,255 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2016/base/300-ti/
Lexus,IS,2016,Base,350 TI,52100,12.3 (Automatique ville) / 8.5 (Automatique autoroute),V6 3.5L DACT 24 soupapes,306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2016/base/350-ti/
Lexus,IS,2017,Base,200t,40150,10.6 (Automatique ville) / 7.3 (Automatique autoroute),"L4 2,0L DACT 16 soupapes turbocompressé",241 cv @                                                     5800 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2017/base/200t/
Lexus,IS,2017,Base,300 TI,42950,12.6 (Automatique ville) / 9.2 (Automatique autoroute),"V6 3,5L DACT 24 soupapes turbocompressé",255 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2017/base/300-ti/
Lexus,IS,2017,Base,350 TI,53350,12.6 (Automatique ville) / 9.2 (Automatique autoroute),"V6 3,5L DACT 24 soupapes turbocompressé",306 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2017/base/350-ti/
Lexus,IS,2018,Base,300 RWD,41050,10.6 (Automatique ville) / 7.3 (Automatique autoroute),"L4 2,0L DACT 16 soupapes turbocompressé",241 cv @                                                     5800 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2018/base/300-rwd/
Lexus,IS,2018,Base,300 TI,43600,12.4 (Automatique ville) / 9.0 (Automatique autoroute),V6 3.5L DACT 24 soupapes,260 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2018/base/300-ti/
Lexus,IS,2018,Base,350 TI,53100,12.4 (Automatique ville) / 9.0 (Automatique autoroute),V6 3.5L DACT 24 soupapes,311 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/is/2018/base/350-ti/
Lexus,LC,2018,Base,LC 500,102100,N/O,V8 5.0L DACT 32 soupapes,471 cv @                                                     6600 rpm,Automatique,Coupe,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/lc/2018/base/lc-500/
Lexus,LC,2018,Base,LC 500h,118600,6.6 (Automatique ville) / 7.2 (Automatique autoroute),V6 3.5L DACT 24 soupapes + moteur électrique,N/O,Automatique,Coupe,2,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/lc/2018/base/lc-500h/
Lexus,LS,1990,Base,400,N/O,N/O,N/O,N/O,N/O,Sedan,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1990/base/400/
Lexus,LS,1991,Base,400,63000,N/O,N/O,N/O,N/O,Sedan,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1991/base/400/
Lexus,LS,1992,Base,400,60500,N/O,N/O,N/O,N/O,Sedan,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1992/base/400/
Lexus,LS,1993,Base,400,N/O,N/O,4L,N/O,Automatique,Sedan,N/O,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1993/base/400/
Lexus,LS,1994,Base,400,71100,N/O,4L,N/O,Automatique,Sedan,N/O,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1994/base/400/
Lexus,LS,1995,Base,400,75900,N/O,N/O,N/O,N/O,Sedan,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1995/base/400/
Lexus,LS,1996,Base,400,80000,12.2 (Automatique ville) / 8.6 (Automatique autoroute),V8 4.0L DACT 32 soupapes,260 cv @                                                     5300 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1996/base/400/
Lexus,LS,1997,Base,400,78700,12.4 (Automatique ville) / 8.8 (Automatique autoroute),V8 4.0L DACT 32 soupapes,260 cv @                                                     5300 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1997/base/400/
Lexus,LS,1998,Base,400,78300,N/O,4.0L 32V 8cyl. dact,290 cv @                                                     5300 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1998/base/400/
Lexus,LS,1999,Base,400,78300,12.7 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.0L DACT 32 soupapes,290 cv @                                                     6000 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/1999/base/400/
Lexus,LS,2000,Base,400,79740,12.7 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.0L DACT 32 soupapes,290 cv @                                                     6000 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2000/base/400/
Lexus,LS,2001,Base,430,80000,12.7 (Automatique ville) / 8.6 (Automatique autoroute),"V8 4,3L QOHC 32 soupapes",290 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2001/base/430/
Lexus,LS,2002,Base,430,81900,12.8 (Automatique ville) / 8.8 (Automatique autoroute),V8 4.3L DACT 32 soupapes VVT-i,290 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2002/base/430/
Lexus,LS,2003,Base,430,82800,12.9 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.3L DACT 32 soupapes VVT-i,290 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2003/base/430/
Lexus,LS,2004,Base,430,83200,13.2 (Automatique ville) / 8.6 (Automatique autoroute),V8 4.3L DACT 32 soupapes,290 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2004/base/430/
Lexus,LS,2005,Base,430,84900,13.2 (Automatique ville) / 8.6 (Automatique autoroute),V8 4.3L DACT 32 soupapes,290 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2005/base/430/
Lexus,LS,2006,Base,430,85700,12.8 (Automatique ville) / 8.5 (Automatique autoroute),V8 4.3L DACT 32 soupapes,278 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2006/base/430/
Lexus,LS,2007,Base,460,86400,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2007/base/460/
Lexus,LS,2007,Base,460L,98700,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2007/base/460l/
Lexus,LS,2008,600h L,Base,119400,10.6 (Automatique ville) / 9.1 (Automatique autoroute),V8 5.0L DACT 32 soupapes + Moteur électrique,438 cv @                                                     6400 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2008/600h-l/base/
Lexus,LS,2008,Base,460,80100,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2008/base/460/
Lexus,LS,2008,Base,460 L,87000,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2008/base/460-l/
Lexus,LS,2009,600h L,Base,119950,10.6 (Automatique ville) / 9.1 (Automatique autoroute),V8 5.0L DACT 32 soupapes + moteur électrique,N/O,Automatique,Sedan,4,4,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2009/600h-l/base/
Lexus,LS,2009,Base,460 AWD,82100,13.5 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.6L DACT 32 soupapes,357 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2009/base/460-awd/
Lexus,LS,2009,Base,460 L AWD,94600,N/O,V8 4.6L DACT 32 soupapes,357 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2009/base/460-l-awd/
Lexus,LS,2009,Base,460 L RWD,98200,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2009/base/460-l-rwd/
Lexus,LS,2009,Base,460 RWD,77000,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2009/base/460-rwd/
Lexus,LS,2010,600h L,Base,119950,10.6 (Automatique ville) / 9.1 (Automatique autoroute),V8 5.0L DACT 32 soupapes,357 cv @                                                     6400 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2010/600h-l/base/
Lexus,LS,2010,Base,460 AWD,88000,N/O,V8 4.6L DACT 32 soupapes,357 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2010/base/460-awd/
Lexus,LS,2010,Base,460 L AWD,103150,N/O,V8 4.6L DACT 32 soupapes,357 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2010/base/460-l-awd/
Lexus,LS,2010,Base,460 RWD,82900,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2010/base/460-rwd/
Lexus,LS,2011,600h L,Base,121750,10.6 (Automatique ville) / 9.1 (Automatique autoroute),V8 5.0L DACT 32 soupapes,N/O,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2011/600h-l/base/
Lexus,LS,2011,Base,460,83100,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2011/base/460/
Lexus,LS,2011,Base,460 AWD,85450,13.5 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2011/base/460-awd/
Lexus,LS,2011,Base,460 L AWD,91100,13.5 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2011/base/460-l-awd/
Lexus,LS,2012,600h L,Base,121750,10.6 (Automatique ville) / 9.1 (Automatique autoroute),V8 5.0L DACT 32 soupapes + moteur électrique,N/O,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2012/600h-l/base/
Lexus,LS,2012,Base,460,83050,12.9 (Automatique ville) / 8.2 (Automatique autoroute),V8 4.6L DACT 32 soupapes,380 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2012/base/460/
Lexus,LS,2012,Base,460 AWD,85400,13.5 (Automatique ville) / 8.7 (Automatique autoroute),V8 4.6L DACT 32 soupapes,357 cv @                                                     6400 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/lexus/ls/2012/base/460-awd/
