marque,modele,annee,sous_modele,version,prix,consommation,moteur,puissance,transmission,carrosserie,portes,places,url
Honda,CIVIC,2018,Coupé,Touring,28090,7.5 (Manuelle ville) / 5.9 (Manuelle autoroute),L4 1.5L DACT turbo 16 soupapes i-VTEC,174 cv @                                                     6000 rpm,Manuelle,Coupe,2,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2018/coupe/touring/
Honda,CIVIC,2018,Hatchback,LX,21790,7.7 (Automatique ville) / 6.0 (Automatique autoroute) / 8.0 (Manuelle ville) / 6.2 (Manuelle autoroute),L4 1.5L DACT 16 soupapes,174 cv @                                                     5500 rpm,Manuelle,Hatchback,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2018/hatchback/lx/
Honda,CIVIC,2018,Hatchback,LX - Honda sensing,24090,7.7 (Automatique ville) / 6.0 (Automatique autoroute),L4 1.5L DACT 16 soupapes,174 cv @                                                     6000 rpm,Manuelle,Hatchback,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2018/hatchback/lx-honda-sensing/
Honda,CIVIC,2018,Hatchback,Sport,25490,8.0 (Manuelle ville) / 6.2 (Manuelle autoroute),L4 1.5L DACT 16 soupapes,180 cv @                                                     5500 rpm,Manuelle,Hatchback,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2018/hatchback/sport/
Honda,CIVIC,2018,Hatchback,Sport - Honda sensing,27790,7.9 (Automatique ville) / 6.6 (Automatique autoroute),L4 1.5L DACT 16 soupapes,180 cv @                                                     6000 rpm,Manuelle,Hatchback,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2018/hatchback/sport-honda-sensing/
Honda,CIVIC,2018,Hatchback,Sport Touring,29690,7.7 (Automatique ville) / 6.0 (Automatique autoroute) / 8.0 (Manuelle ville) / 6.2 (Manuelle autoroute),L4 1.5L DACT 16 soupapes,180 cv @                                                     5500 rpm,Manuelle,Hatchback,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2018/hatchback/sport-touring/
Honda,CIVIC,2019,Berline,DX,17790,8.5 (Manuelle ville) / 6.0 (Manuelle autoroute),L4 2.0L DACT 16 soupapes i-VTEC,158 cv @                                                     6500 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/civic/2019/berline/dx/
Honda,CLARITY,2018,Hybride Rechargeable,Base,39900,N/O,L4 1.5L DACT 16 soupapes + moteur électrique rechargeable,212 cv @                                                     5500 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/clarity/2018/hybride-rechargeable/base/
Honda,CLARITY,2018,Hybride Rechargeable,Touring,43900,N/O,L4 1.5L DACT 16 soupapes + moteur électrique rechargeable,212 cv @                                                     5500 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/clarity/2018/hybride-rechargeable/touring/
Honda,CLARITY,2019,Hybride Rechargeable,Base,40100,5.3 (Automatique ville) / 5.9 (Automatique autoroute),"Moteur de 1,5 litre à 4 cylindres à DACT, à cycle Atkinson et à 16 soupapes",181 cv @                                                     5500 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/clarity/2019/hybride-rechargeable/base/
Honda,CLARITY,2019,Hybride Rechargeable,Touring,44100,5.3 (Automatique ville) / 5.9 (Automatique autoroute),"Moteur de 1,5 litre à 4 cylindres à DACT, à cycle Atkinson et à 16 soupapes",181 cv @                                                     5500 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/clarity/2019/hybride-rechargeable/touring/
Honda,CR-V,1997,Base,Base,26800,11.1 (Automatique ville) / 8.9 (Automatique autoroute),L4 2.0L SACT 16 soupapes,126 cv @                                                     5400 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/1997/base/base/
Honda,CR-V,1998,Base,EX,27600,N/O,2.0L 16V 4cyl. dact,128 cv @                                                     5500 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/1998/base/ex/
Honda,CR-V,1998,Base,LX,25800,N/O,2.0L 16V 4cyl. dact,128 cv @                                                     5500 rpm,Manuelle,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/1998/base/lx/
Honda,CR-V,1999,Base,EX,27800,11.0 (Automatique ville) / 8.9 (Automatique autoroute),L4 2.0L DACT 16 soupapes,146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/1999/base/ex/
Honda,CR-V,1999,Base,LX,26000,11.0 (Automatique ville) / 8.9 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.9 (Manuelle autoroute),L4 2.0L DACT 16 soupapes,146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/1999/base/lx/
Honda,CR-V,2000,Base,EX,28000,10.9 (Automatique ville) / 8.9 (Automatique autoroute),L4 2.0L DACT 16 soupapes,146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2000/base/ex/
Honda,CR-V,2000,Base,LX,26000,10.9 (Automatique ville) / 8.9 (Automatique autoroute) / 10.9 (Manuelle ville) / 8.8 (Manuelle autoroute),L4 2.0L DACT 16 soupapes,146 cv @                                                     6200 rpm,Manuelle,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2000/base/lx/
Honda,CR-V,2000,Base,SE,29500,10.9 (Automatique ville) / 8.9 (Automatique autoroute),L4 2.0L DACT 16 soupapes,146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2000/base/se/
Honda,CR-V,2001,Base,EX,28300,11.0 (Automatique ville) / 8.9 (Automatique autoroute),"4cyl., 2.0L, DACT, 16 soupapes",146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2001/base/ex/
Honda,CR-V,2001,Base,EX - Limited Edition,29800,11.0 (Automatique ville) / 8.9 (Automatique autoroute),"4cyl., 2.0L, DACT, 16 soupapes",146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2001/base/ex-limited-edition/
Honda,CR-V,2001,Base,LX,26300,11.0 (Automatique ville) / 8.9 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.9 (Manuelle autoroute),"4cyl., 2.0L, DACT, 16 soupapes",146 cv @                                                     6200 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2001/base/lx/
Honda,CR-V,2002,2RM USA,LX,18800,10.6 (Automatique ville) / 28 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2002/2rm-usa/lx/
Honda,CR-V,2002,4RM USA,EX,21500,22 (Automatique ville) / 26 (Automatique autoroute) / 21 (Manuelle ville) / 25 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2002/4rm-usa/ex/
Honda,CR-V,2002,4RM USA,LX,19200,22 (Automatique ville) / 26 (Automatique autoroute) / 21 (Manuelle ville) / 25 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2002/4rm-usa/lx/
Honda,CR-V,2002,Base,EX,28700,10.6 (Automatique ville) / 8.2 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2002/base/ex/
Honda,CR-V,2002,Base,EX-L,32200,10.6 (Automatique ville) / 8.2 (Automatique autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2002/base/ex-l/
Honda,CR-V,2002,Base,LX,26900,10.6 (Automatique ville) / 8.2 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2002/base/lx/
Honda,CR-V,2003,Base,EX,28900,10.6 (Automatique ville) / 8.2 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2003/base/ex/
Honda,CR-V,2003,Base,EX Cuir,32400,10.6 (Automatique ville) / 8.2 (Automatique autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2003/base/ex-cuir/
Honda,CR-V,2003,Base,LX,27100,10.6 (Automatique ville) / 8.2 (Automatique autoroute) / 11.0 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes i-VTEC,160 cv @                                                     6000 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2003/base/lx/
Honda,CR-V,2004,Base,EX,29000,10.9 (Automatique ville) / 8.2 (Automatique autoroute) / 11.1 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes,160 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2004/base/ex/
Honda,CR-V,2004,Base,EX Cuir,32500,10.9 (Automatique ville) / 8.2 (Automatique autoroute),L4 2.4L DACT 16 soupapes,160 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2004/base/ex-cuir/
Honda,CR-V,2004,Base,LX,27200,10.9 (Automatique ville) / 8.2 (Automatique autoroute) / 11.1 (Manuelle ville) / 8.6 (Manuelle autoroute),L4 2.4L DACT 16 soupapes,160 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2004/base/lx/
Honda,CR-V,2005,Base,EX,30300,10.6 (Automatique ville) / 8.0 (Automatique autoroute) / 11.1 (Manuelle ville) / 8.4 (Manuelle autoroute),4L 2.4L DACT 16 soupapes,160 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2005/base/ex/
Honda,CR-V,2005,Base,EX-L,33600,10.6 (Automatique ville) / 8.0 (Automatique autoroute),4L 2.4L DACT 16 soupapes,160 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2005/base/ex-l/
Honda,CR-V,2005,Base,LX,28200,10.6 (Automatique ville) / 8.0 (Automatique autoroute) / 11.1 (Manuelle ville) / 8.4 (Manuelle autoroute),4L 2.4L DACT 16 soupapes,160 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2005/base/lx/
Honda,CR-V,2006,Base,EX,30800,10.6 (Automatique ville) / 8.0 (Automatique autoroute) / 11.1 (Manuelle ville) / 8.4 (Manuelle autoroute),4L 2.4L DACT 16 soupapes,156 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2006/base/ex/
Honda,CR-V,2006,Base,EX-L,34200,10.6 (Automatique ville) / 8.0 (Automatique autoroute),4L 2.4L DACT 16 soupapes,156 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2006/base/ex-l/
Honda,CR-V,2006,Base,SE,29300,10.6 (Automatique ville) / 8.0 (Automatique autoroute) / 11.1 (Manuelle ville) / 8.4 (Manuelle autoroute),4L 2.4L DACT 16 soupapes,156 cv @                                                     6000 rpm,Automatique,SUV,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2006/base/se/
Honda,CR-V,2007,Base,EX 4RM,32600,10.5 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2007/base/ex-4rm/
Honda,CR-V,2007,Base,EX-L 4RM,34600,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2007/base/ex-l-4rm/
Honda,CR-V,2007,Base,EX-L Navi 4RM,37400,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2007/base/ex-l-navi-4rm/
Honda,CR-V,2007,Base,LX 2RM,27700,10.2 (Automatique ville) / 7.3 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2007/base/lx-2rm/
Honda,CR-V,2007,Base,LX 4RM,29700,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,4,N/O,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2007/base/lx-4rm/
Honda,CR-V,2008,Base,EX-L Navi TI,37790,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2008/base/ex-l-navi-ti/
Honda,CR-V,2008,Base,EX-L TI,35190,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2008/base/ex-l-ti/
Honda,CR-V,2008,Base,EX TI,32690,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2008/base/ex-ti/
Honda,CR-V,2008,Base,LX TA,27790,10.2 (Automatique ville) / 7.3 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2008/base/lx-ta/
Honda,CR-V,2008,Base,LX TI,29790,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2008/base/lx-ti/
Honda,CR-V,2009,Base,EX-L Navi TI,37090,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2009/base/ex-l-navi-ti/
Honda,CR-V,2009,Base,EX-L TI,35190,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2009/base/ex-l-ti/
Honda,CR-V,2009,Base,EX TA,30690,10.3 (Automatique ville) / 7.3 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2009/base/ex-ta/
Honda,CR-V,2009,Base,EX TI,32690,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2009/base/ex-ti/
Honda,CR-V,2009,Base,LX TA,27790,10.3 (Automatique ville) / 7.3 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2009/base/lx-ta/
Honda,CR-V,2009,Base,LX TI,29790,10.7 (Automatique ville) / 7.8 (Automatique autoroute),L4 2.4L DACT 16 soupapes,166 cv @                                                     5800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2009/base/lx-ti/
Honda,CR-V,2010,Base,EX 4RM,31490,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2010/base/ex-4rm/
Honda,CR-V,2010,Base,EX-L 4RM,33490,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2010/base/ex-l-4rm/
Honda,CR-V,2010,Base,EX-L Navi 4RM,35590,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2010/base/ex-l-navi-4rm/
Honda,CR-V,2010,Base,EX TA,29490,9.8 (Automatique ville) / 7.1 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2010/base/ex-ta/
Honda,CR-V,2010,Base,LX 4RM,28290,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2010/base/lx-4rm/
Honda,CR-V,2010,Base,LX TA,26290,9.8 (Automatique ville) / 7.1 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2010/base/lx-ta/
Honda,CR-V,2011,Base,EX 4RM,31490,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2011/base/ex-4rm/
Honda,CR-V,2011,Base,EX-L 4RM,33490,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2011/base/ex-l-4rm/
Honda,CR-V,2011,Base,EX-L Navi 4RM,35590,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2011/base/ex-l-navi-4rm/
Honda,CR-V,2011,Base,EX TA,29490,9.8 (Automatique ville) / 7.1 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2011/base/ex-ta/
Honda,CR-V,2011,Base,LX 4RM,28290,10.1 (Automatique ville) / 7.5 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2011/base/lx-4rm/
Honda,CR-V,2011,Base,LX TA,26290,9.8 (Automatique ville) / 7.1 (Automatique autoroute),L4 2.4L DACT 16 soupapes,180 cv @                                                     6800 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2011/base/lx-ta/
Honda,CR-V,2012,Base,EX,30890,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2012/base/ex/
Honda,CR-V,2012,Base,EX-L,33190,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2012/base/ex-l/
Honda,CR-V,2012,Base,EX TA,28890,9.0 (Automatique ville) / 6.4 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2012/base/ex-ta/
Honda,CR-V,2012,Base,LX,28090,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2012/base/lx/
Honda,CR-V,2012,Base,LX TA,25990,9.0 (Automatique ville) / 6.4 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2012/base/lx-ta/
Honda,CR-V,2012,Base,Touring,35090,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2012/base/touring/
Honda,CR-V,2013,Base,EX,31145,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2013/base/ex/
Honda,CR-V,2013,Base,EX-L,33315,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2013/base/ex-l/
Honda,CR-V,2013,Base,EX TA,28995,9.0 (Automatique ville) / 6.4 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2013/base/ex-ta/
Honda,CR-V,2013,Base,LX,28140,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2013/base/lx/
Honda,CR-V,2013,Base,LX TA,25990,9.0 (Automatique ville) / 6.4 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2013/base/lx-ta/
Honda,CR-V,2013,Base,Touring,35215,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2013/base/touring/
Honda,CR-V,2014,Base,EX,31350,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2014/base/ex/
Honda,CR-V,2014,Base,EX 2WD,29250,9.0 (Automatique ville) / 6.4 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2014/base/ex-2wd/
Honda,CR-V,2014,Base,EX-L,33550,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2014/base/ex-l/
Honda,CR-V,2014,Base,LX,28350,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2014/base/lx/
Honda,CR-V,2014,Base,LX 2WD,25990,9.0 (Automatique ville) / 6.4 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2014/base/lx-2wd/
Honda,CR-V,2014,Base,Touring,35450,9.2 (Automatique ville) / 6.6 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     7000 rpm,Automatique,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2014/base/touring/
Honda,CR-V,2015,Base,EX,31790,9.1 (Automatique ville) / 7.2 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     6400 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2015/base/ex/
Honda,CR-V,2015,Base,EX-L,33790,9.1 (Automatique ville) / 7.2 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     6400 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2015/base/ex-l/
Honda,CR-V,2015,Base,LX,28350,9.1 (Automatique ville) / 7.2 (Automatique autoroute),4L 2.4L DACT 16 soupapes,185 cv @                                                     6400 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/honda/cr-v/2015/base/lx/
